投诉编号,投诉品牌,投诉车系,投诉车型,问题简述,典型问题,投诉时间,投诉状态
569268,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L行驶颠簸路面车门异响,车身附件及电器门窗异响,2021-02-01,信息审核
569266,一汽奔腾,奔腾X80,2017款 2.0L 自动 精英型,一汽奔腾X80车窗生锈 车门铰链生锈,车身附件及电器车身生锈,2021-02-01,处理反馈
569264,广汽菲克菲亚特,菲翔,2012款 1.4T 自动 劲享版,广汽菲亚特菲翔变速箱跳挡异响严重,变速器电脑板故障,2021-02-01,厂家受理
569262,BEIJING汽车,绅宝D50,2014款 1.5L 手动 豪华版,绅宝D50天窗密封条处存在生锈的现象,车身附件及电器车身生锈,2021-02-01,处理反馈
569261,一汽-大众奥迪,奥迪A3,2020款 Sportback 35 TFSI 风尚型 国V,一汽大众奥迪A3发动机机油报警 烧机油,发动机故障灯亮发动机烧机油,2021-02-01,信息审核
569257,东风汽车,俊风E11K,2019款 标准型,东风俊风E11K充电系统故障多次检测无果	,车身附件及电器充电故障,2021-02-01,信息审核
569255,东风乘用车,风神AX7,2018款 1.6T 自动 豪华型,东风风神AX7踩油门异响售后不予处理,发动机异响发动机正时链条及齿轮故障,2021-02-01,用户评分
569252,一汽-大众,速腾,2020款 200TSI DSG 舒适型 国VI,一汽大众速腾颗粒捕捉器堵塞要求厂家解决,发动机排气故障,2021-02-01,用户评分
569245,广汽丰田,雷凌,2021款 双擎 1.8H E-CVT 运动版,广汽丰田雷凌仪表台异响希望处理,车身附件及电器中控台异响,2021-02-01,处理反馈
569244,广汽丰田,凯美瑞,2015款 2.5G 自动 豪华导航版,广汽丰田凯美瑞前挡风玻璃视物模糊,车身附件及电器玻璃开裂,2021-02-01,用户评分
569242,北京现代,北京现代ix35,2018款 2.0L 自动 两驱 智勇·畅享版,北京现代ix35前轮耐克森轮胎起皮,轮胎起皮,2021-02-01,处理反馈
569240,东风日产,轩逸,2018款 1.6XV CVT 尊享版,东风日产轩逸中控黑屏蓝牙无法连接,车身附件及电器影音系统故障车身附件及电器车载互联故障,2021-02-01,处理反馈
569237,众泰汽车,众泰T600,2015款 1.5T 手动 豪华型,众泰T600车身车漆多处脱落要求厂家处理,车身附件及电器漆面起泡开裂,2021-02-01,信息审核
569235,东风本田,本田XR-V,2019款 1.5L CVT 经典版 国VI,本田XR-V车辆无法启动 方向盘没有助力,发动机无法启动转向系统转向机故障服务态度故意拖延,2021-02-01,处理反馈
569234,东风日产,奇骏,2019款 2.0L CVT 智联舒适版 5座 2WD,东风日产奇骏冷启动时排气管冒黑烟,发动机排气故障,2021-02-01,处理反馈
569232,一汽解放,解放J6P,2011款 解放J6P 9.0 集装箱 半挂 牵引汽车 CA4250P66K24T1A1 EX型,一汽解放J6P新车发动机缺机油 故障灯亮,发动机故障灯亮发动机烧机油销售欺诈出售问题车,2021-02-01,厂家受理
569229,东南汽车,东南DX3,2018款 1.5T CVT 尊贵型,东南DX3万力轮胎掉渣 胎花有纵向裂纹,轮胎开裂轮胎磨损,2021-02-01,处理反馈
569226,广汽本田,缤智,2015款 1.8L CVT 两驱豪华型,本田缤智发动机涨紧轮故障导致加速异响,发动机异响,2021-02-01,处理反馈
569223,一汽-大众,速腾,2014款 1.4TSI 手动 豪华型 改款,大众速腾车身稳定系统故障 ABS故障灯亮,制动系统ABS故障车身附件及电器行车安全辅助系统故障,2021-01-31,用户评分
569222,上汽通用五菱,宝骏360,2019款 1.5L 手动 精英型 国VI,上汽通用五菱宝骏360灯光接触不良频繁跳动,车身附件及电器灯组开关故障,2021-01-31,用户评分
569220,上汽大众,途观L,2018款 330TSI 自动 两驱 豪华版,上汽大众途观L行驶时变速箱故障报警,变速器故障灯亮变速器跳挡,2021-01-31,用户评分
569219,长城汽车,风骏5,2020款 2.0T 柴油 四驱 精英型 大双排 国VI GW4D20M,长城风骏5车辆无法启动要求给予解决,发动机无法启动服务态度否认质量问题,2021-01-31,用户评分
569218,奇瑞捷豹路虎,捷豹XEL,2020款 2.0T 200PS S进取优雅版,奇瑞捷豹路虎XEL经销商出售问题车,销售欺诈出售问题车,2021-01-31,用户评分
569217,北京现代,北京现代ix35,2018款 2.0L 自动 两驱 智勇·畅享版,北京现代ix35车机塑料按钮电镀件起皮,车身附件及电器部件开裂,2021-01-31,处理反馈
569216,一汽丰田,卡罗拉,2019款 双擎 1.8L E-CVT GL-i精英版,一汽丰田卡罗拉插数据线车机黑屏重启,车身附件及电器影音系统故障车身附件及电器车载互联故障,2021-01-31,处理反馈
569214,奇瑞汽车,艾瑞泽5,2016款 1.5L CVT 领锐版,奇瑞艾瑞泽5变速箱故障报警维修多次未解决,变速器故障灯亮人员技术多次返修,2021-01-31,用户评分
569212,广汽丰田,凯美瑞,2008款 200G 2.0 自动 NAVI 豪华导航版,广汽丰田凯美瑞半轴内球笼套渗油,前后桥及悬挂系统球笼套漏油,2021-01-31,处理反馈
569211,吉利汽车,帝豪GL,2017款 1.3T 自动 精英型,吉利帝豪GL行驶时变速箱异响严重,变速器异响,2021-01-31,用户评分
569210,长安汽车,长安CS15,2019款 1.5L 手动 进取型 国VI,长安CS15电瓶经常亏电维修多次未解决,车身附件及电器电瓶故障,2021-01-31,处理反馈
569209,东风本田,本田UR-V,2020款 370TURBO 两驱 尊雅版,东风本田UR-V变速器漏油要求解决,变速器漏油,2021-01-31,处理反馈
569208,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 智尚版 国V,一汽丰田RAV4荣放半轴内侧防尘套漏油,前后桥及悬挂系统球笼套漏油,2021-01-31,处理反馈
569207,一汽-大众,宝来,2020款 1.5L 手动 舒适型,一汽大众宝来冷车行驶时转向异响,转向系统异响,2021-01-31,处理反馈
569206,长城汽车,炮,2020款 2.0T 越野版 手动 柴油 四驱 定制版 GW4D20M,长城炮尿素泵故障多次维修未解决,发动机异响发动机抖动发动机故障灯亮发动机排气故障人员技术多次返修,2021-01-31,用户评分
569204,一汽-大众,宝来,2020款 1.5L 自动 舒适型,一汽大众宝来发动机启停系统无法工作,车身附件及电器发动机启停系统故障,2021-01-31,处理反馈
569200,广汽乘用车,传祺GS8,2017款 320T 两驱 豪华智联版（七座）,广汽传祺GS8防冻液进入缸体引起变形,发动机冷却系统故障,2021-01-31,处理反馈
569195,东风日产,骐达TIIDA,2016款 1.6L CVT 智行版,东风日产骐达变速箱异响逐渐增大,变速器异响,2021-01-31,处理反馈
569193,威马汽车,威马EX5,2018款 EX5 500 Lite探索版,威马EX5充电到90%提示动力电池故障,车身附件及电器动力电池故障,2021-01-31,处理反馈
569190,一汽丰田,RAV4荣放,2015款 2.0L CVT 两驱都市版,一汽丰田RAV4荣放半轴防尘套漏油严重,前后桥及悬挂系统球笼套漏油,2021-01-31,用户评分
569189,东南汽车,东南DX7,2018款 1.5T 手动 豪华型,东南DX7电子手刹出现故障导致无法手刹解除,制动系统手刹故障,2021-01-31,用户评分
569186,奇瑞汽车,艾瑞泽5,2021款 1.6L CNG 豪华型,奇瑞艾瑞泽5发动机转速自动提高要求处理,发动机怠速不稳,2021-01-31,处理反馈
569182,奇瑞汽车,瑞虎8,2018款 1.5TCI 手动 特供版 5座,奇瑞瑞虎8电瓶线脱落 刹车时有异响,制动系统异响车身附件及电器电路故障,2021-01-31,处理反馈
569180,一汽海马,福美来,2015款 1.6L 手动 挚爱版 M5,一汽海马福美来F5发动机运转时抖动有异响,发动机异响发动机抖动,2021-01-31,厂家受理
569177,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾遥控钥匙经常亏电要求处理,车身附件及电器车钥匙故障,2021-01-31,用户评分
569175,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾行驶过程中变速箱没有奇数挡,变速器无法换挡,2021-01-31,处理反馈
569174,上汽大众斯柯达,柯迪亚克,2020款 TSI330 两驱 豪华优享版 5座,斯柯达柯迪亚克车身共振 变速箱异响,变速器异响车身附件及电器车身共振,2021-01-31,处理反馈
569173,一汽丰田,亚洲龙,2019款 双擎 2.5L 豪华版 国Ⅵ,一汽丰田亚洲龙新车机油增多希望尽快处理,发动机机油增多,2021-01-31,处理反馈
569170,东风日产,轩逸,2021款 经典 1.6 XL CVT 豪华版,东风日产轩逸4S店诱导消费未告知车主,服务收费变相收费服务收费强制购买,2021-01-31,用户评分
569167,BEIJING汽车,BEIJING-X7,2020款 1.5TD DCT 致尚版,BEIJING-X7新车发动机漏油要求补偿,发动机漏油,2021-01-31,处理反馈
569165,一汽-大众奥迪,奥迪A4L,2018款 2.0T 进取型 30周年年型,一汽大众奥迪A4L低速时方向盘异响,转向系统异响,2021-01-31,信息审核
569162,上汽集团,锐腾,2015款 1.5TGI TST 豪华版,上汽名爵底盘异响 电子刹车拉线冻住,制动系统手刹故障前后桥及悬挂系统底盘异响,2021-01-31,处理反馈
569161,北京汽车制造厂,BJ 212,2020款 1.5T 方门 硬顶,北汽制造BJ212变速箱挂挡困难 挡杆抖动,变速器无法换挡变速器抖动,2021-01-31,信息审核
569159,吉利汽车,缤瑞,2019款 200T DCT 缤驰版,吉利缤瑞4S店维修中控时造成车门出现划痕,人员技术修出新问题人员技术维修技术差人员技术操作不规范,2021-01-31,处理反馈
569157,东风风行,风行SX6,2019款 1.6L 手动 豪华型,东风风行SX6首保不予免费希望得到处理,承诺不兑现销售承诺不兑现,2021-01-31,用户评分
569149,广汽本田,雅阁,2018款 2.0L 锐领版 锐·混动 国V,广汽本田雅阁4S店维修后车辆出现划痕磕碰,人员技术修出新问题,2021-01-31,用户评分
569146,东风日产,逍客,2019款 2.0L CVT 豪华版,东风日产逍客发电机皮带轮脱落希望处理,车身附件及电器发电机故障,2021-01-31,用户评分
569142,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁中控台颠簸时存在异响,车身附件及电器中控台异响,2021-01-31,处理反馈
569141,比亚迪,唐,2019款 2.0T 自动 智联尊悦型 7座 国VI,比亚迪唐轮胎有损伤并且有修补痕迹,销售欺诈出售问题车,2021-01-31,处理反馈
569137,长安汽车,长安欧尚X7,2020款 1.5T 手动 精英型,长安欧尚X7前后保险杠有严重的色差,车身附件及电器车身有色差,2021-01-31,处理反馈
569134,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,一汽大众奥迪A6L轮毂氧化希望厂家解决,车身附件及电器轮毂问题,2021-01-31,信息审核
569128,一汽丰田,RAV4荣放,2020款 双擎 2.5L CVT 四驱 精英PLUS版,一汽丰田RAV4荣放发动机机油增多 车窗异响,发动机机油增多车身附件及电器门窗异响,2021-01-31,处理反馈
569126,广汽丰田,凯美瑞,2018款 2.5G 自动 豪华版,广汽丰田凯美瑞变速箱漏油要求厂家处理,变速器漏油,2021-01-31,处理反馈
569125,长城汽车,哈弗大狗,2021款 1.5T DCT 边牧版,哈弗大狗挡风玻璃有瑕疵 电瓶亏电,车身附件及电器电瓶故障车身附件及电器玻璃开裂,2021-01-31,用户评分
569123,御捷新能源,御捷E驰,2017款 标准型,御捷E驰电机控制器故障导致无法正常使用,发动机电驱动控制器故障,2021-01-31,信息审核
569121,东风日产,奇骏,2020款 2.0L XL ITS CVT 2WD 智联舒适版,东风日产奇骏高速行驶时发电机皮带轮掉落,车身附件及电器发电机故障,2021-01-31,处理反馈
569118,一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,一汽丰田卡罗拉电瓶亏电车辆无法启动,车身附件及电器电瓶故障,2021-01-31,处理反馈
569116,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾发动机烧机油非常严重,发动机烧机油,2021-01-31,处理反馈
569115,一汽丰田,卡罗拉,2021款 1.2T S-CVT 精英版,一汽丰田卡罗拉变速箱异响伴随顿挫,变速器异响变速器顿挫,2021-01-31,处理反馈
569114,一汽-大众,高尔夫·嘉旅,2020款 280TSI 自动 好奇型,一汽大众高尔夫嘉旅刹车异响及中控异响,制动系统异响车身附件及电器中控台异响,2021-01-31,处理反馈
569113,奔驰（进口）,奔驰C级（进口）,2020款 C 260 轿跑车,进口奔驰C级发动机故障灯亮变速箱无法挂挡,发动机故障灯亮变速器无法换挡,2021-01-31,处理反馈
569112,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜起步时变速箱顿挫并且异响,变速器异响变速器顿挫,2021-01-31,处理反馈
569111,长安铃木,奥拓,2013款 1.0L 手动 实用型,长安铃木奥拓发动机抖动排气管冒白烟,发动机抖动发动机排气故障车身附件及电器发电机故障,2021-01-31,处理反馈
569110,一汽红旗,红旗HS5,2019款 2.0T 智联旗享版,红旗HS5高速行驶时车门有严重漏风现象,车身附件及电器门窗漏风,2021-01-31,信息审核
569108,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,捷达VS5变速箱降挡顿挫 刹车盘有异响,变速器顿挫制动系统异响车身附件及电器门窗异响车身附件及电器中控台异响,2021-01-31,处理反馈
569105,一汽丰田,RAV4荣放,2019款 2.0L CVT 两驱 风尚X 限量版 国VI,一汽丰田RAV4荣放赠送保养价值与宣传不符,销售欺诈与宣传不符,2021-01-31,用户评分
569104,北京现代,北京现代ix25,2020款 1.5L CVT 尊贵型,北京现代ix25 4S店维修一直没有配件,配件争议无零配件,2021-01-31,处理反馈
569103,一汽-大众奥迪,奥迪A6L,2021款 40 TFSI 豪华动感型,一汽大众奥迪A6L前大灯进灰一直未解决,车身附件及电器车灯进水,2021-01-31,信息审核
569102,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408电源管理模块故障导致故障灯亮,车身附件及电器电路故障,2021-01-31,处理反馈
569101,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408减震器异响存在质量问题,前后桥及悬挂系统减震器异响,2021-01-31,处理反馈
569100,长安福特,锐界,2020款 EcoBoost 245 两驱 精锐型 5座,长安福特锐界车门大小不同疑似事故车,车身附件及电器车身不平整,2021-01-31,处理反馈
569096,长安汽车,长安欧尚X7,2020款 1.5T 手动 豪华型,长安欧尚X7玻璃水管路断开导致车内进水,车身附件及电器雨刮器故障,2021-01-31,处理反馈
569095,一汽-大众,探岳,2020款 280TSI 两驱 豪华智联版,一汽大众探岳车联网APP无法对车辆进行定位,车身附件及电器车载互联故障,2021-01-31,用户评分
569092,奇瑞汽车,瑞虎3,2016款 1.6L 手动 智尚版,奇瑞瑞虎3车门槛生锈漆面起皮要求厂家解决,车身附件及电器车身生锈车身附件及电器漆面起泡开裂,2021-01-31,处理反馈
569088,众泰汽车,众泰T500,2018款 1.5T 手动 尊享型 5座,众泰T500发动机线路管断裂4S店不予质保,车身附件及电器部件开裂,2021-01-31,信息审核
569084,上汽通用五菱,五菱之光小卡,2020款 1.2L 双排,五菱之光小卡刹车失灵 音箱有杂音 后轮吃胎,制动系统刹车失灵前后桥及悬挂系统吃胎偏磨车身附件及电器影音系统故障,2021-01-31,用户评分
569083,上汽集团,荣威Ei5,2019款 智联旗舰版,上汽荣威Ei5电池组故障续航严重降低,车身附件及电器续航里程不准,2021-01-31,用户评分
569081,东风日产,轩逸,2021款 经典 1.6 XE CVT 舒适版,东风日产轩逸4S店技术差 展车与实车不符,车身附件及电器车身生锈人员技术维修技术差,2021-01-31,处理反馈
569077,江淮汽车,瑞风S3,2018款 1.5L 手动 豪华型 定制版,江淮瑞风S3车身 车轮 中控台异响严重,车身附件及电器车身异响车身附件及电器中控台异响车身附件及电器车内异响,2021-01-31,处理反馈
569075,奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪享版,奇瑞瑞虎8 PLUS发动机异响 车窗异响,发动机异响车身附件及电器门窗异响车身附件及电器发动机启停系统故障,2021-01-31,处理反馈
569071,北京现代,领动,2020款 1.4T 双离合 炫动·活力型,北京现代领动发动机漏油存在质量问题,发动机漏油,2021-01-31,处理反馈
